name,,artist,,,popularity,,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,,mood
Video Games - Remastered,,Lana Del Rey,,,68,,0.236,0.811,0.249,1.00E-06,0.087,0.181,-9.595,0.0348,72.847,6,,Sad
Video Killed The Radio Star,,The Buggles,,,71,,0.68,0.103,0.678,0.00828,0.204,0.251,-11.548,0.0754,131.165,1,,Happy
Virtual Insanity - Remastered,,Jamiroquai,,,0,,0.651,0.13,0.946,0,0.148,0.508,-4.717,0.101,91.911,6,,Happy
Viva La Vida,,Coldplay,,,56,,0.485,0.0941,0.619,3.31E-06,0.109,0.416,-7.115,0.0289,138.017,5,,Happy
Voices,,Disturbed,,,54,,0.589,0.000116,0.983,0.00211,0.0628,0.469,-2.521,0.121,110.007,10,,Energetic
Wait For Me,,Steve Brian,,,52,,0.465,0.00987,0.739,1.88E-06,0.373,0.0652,-7.786,0.0648,125.994,10,,Happy
Waiting,,Alice Boman,,,0,,0.236,0.975,0.33,0.126,0.116,0.0827,-10.085,0.0325,86.546,8,,Sad
Waiting For Tomorrow (feat. Mike Shinoda),,Martin Garrix,,,56,,0.507,0.00731,0.887,0,0.562,0.336,-4.084,0.141,128.015,5,,Energetic
Waiting On the World to Change,,John Mayer,,,74,,0.577,0.159,0.756,0.000232,0.249,0.663,-5.82,0.115,176.75,2,,Happy
Waiting like the Storm,,Rand Aldo,,,52,,0.162,0.946,0.0564,0.889,0.101,0.0361,-20.696,0.0341,60.01,5,,Calm
War,,Kensington,,,0,,0.641,0.079,0.806,0.00158,0.0708,0.721,-6.281,0.0323,125.987,8,,Happy
Wash It All Away,,Five Finger Death Punch,,,63,,0.485,2.08E-05,0.987,0,0.267,0.272,-3.1,0.0738,123.576,4,,Energetic
Watching Clouds Disappear,,Florejan,,,35,,0.495,0.99,0.0191,0.902,0.113,0.243,-26.317,0.0362,112.814,5,,Calm
Water Colors,,Star Slide,,,50,,0.465,0.633,0.12,0.937,0.085,0.0659,-19.328,0.0386,72.021,7,,Calm
Water Lillies,,A Teardrop In The Lake,,,49,,0.234,0.848,0.226,0.942,0.111,0.0388,-15.991,0.0368,139.921,0,,Calm
Watersong,,Cranes,,,35,,0.656,0.809,0.102,0.788,0.0874,0.595,-20.337,0.0373,118.373,4,,Sad
Wave of Mutilation,,Beacon,,,31,,0.481,0.842,0.229,0.00205,0.105,0.0525,-13.5,0.0342,92.014,6,,Sad
We Are Your Friends - Justice Vs Simian,,Simian,,,62,,0.615,0.0104,0.97,0.384,0.178,0.507,1.342,0.119,122.993,9,,Happy
We Wait,,Other Lives,,,39,,0.387,0.654,0.577,0.127,0.163,0.447,-8.259,0.0353,149.048,1,,Sad
Welcome Home,,Coheed and Cambria,,,64,,0.442,0.00648,0.951,1.12E-06,0.0887,0.158,-5.27,0.11,154.004,11,,Energetic
"Welcome Home, Son",,Radical Face,,,0,,0.601,0.743,0.537,0.732,0.143,0.394,-9.464,0.0296,144.994,6,,Sad
What I Like About You,,The Romantics,,,68,,0.542,0.319,0.915,5.34E-05,0.171,0.92,-9.637,0.0549,159.81,9,,Happy
What Should Have Been,,Ron Verboom,,,30,,0.322,0.994,0.149,0.92,0.122,0.0655,-17.948,0.0515,114.695,2,,Calm
What You Love You Must Love Now,,The Six Parts Seven,,,59,,0.256,0.367,0.456,0.881,0.119,0.0682,-10.865,0.0306,70.357,4,,Calm
What's Good,,Fenne Lily,,,49,,0.542,0.935,0.0957,6.40E-06,0.182,0.259,-14.518,0.0404,134.739,8,,Sad
When The World Stood Still,,Florejan Verschueren,,,35,,0.461,0.989,0.0167,0.848,0.11,0.259,-22.104,0.0509,73.77,9,,Calm
When They Come,,Threading Hair,,,57,,0.501,0.922,0.378,0.825,0.115,0.193,-14.959,0.0269,108.034,6,,Calm
When You Left,,Rouge Haven,,,52,,0.56,0.984,0.0853,0.918,0.108,0.113,-15.918,0.0324,96.646,5,,Calm
Where Your Mind Wants to Go - RONE Remix,,Blonde Redhead,,,14,,0.651,0.333,0.848,0.763,0.101,0.154,-8.941,0.0458,119.977,10,,Sad
While the Rest of the World Sleeps,,Josh Kramer,,,35,,0.423,0.988,0.0442,0.947,0.108,0.182,-21.088,0.0378,73.407,11,,Calm
Whiskey In The Jar,,Metallica,,,0,,0.511,5.36E-06,0.972,0.00101,0.19,0.532,-3.751,0.0413,132.97,10,,Energetic
White Lies,,Stacy Crowne,,,18,,0.336,0.00797,0.88,0,0.445,0.485,-5.675,0.0739,155.004,6,,Energetic
White Lies - Guy Arthur Remix,,The Him,,,44,,0.656,0.00428,0.896,0.000137,0.192,0.506,-4.461,0.0936,128.026,9,,Energetic
White Sparks,,Wilson Trouvé,,,30,,0.574,0.989,0.0835,0.935,0.117,0.265,-22.763,0.0413,106.027,10,,Calm
Whitehaven,,Martèn LeGrand,,,28,,0.498,0.983,0.18,0.928,0.0924,0.038,-19.819,0.0426,77.407,4,,Calm
Why Can't We Be Friends?,,War,,,58,,0.776,0.19,0.714,0,0.506,0.962,-9.044,0.0388,92.448,10,,Happy
Wild Trails,,Epi-Soothe,,,52,,0.213,0.742,0.233,0.881,0.149,0.0378,-14.347,0.0289,94.94,4,,Calm
Wild Wild Son - Club Mix,,Armin van Buuren,,,35,,0.526,0.00138,0.867,0.00064,0.0975,0.12,-4.332,0.0659,132.106,5,,Energetic
Willet,,Dust Follows,,,48,,0.425,0.967,0.168,0.818,0.16,0.0376,-14.064,0.0322,90.076,0,,Calm
Winter Scenery,,Wilson Trouvé,,,29,,0.79,0.993,0.179,0.965,0.102,0.562,-25.43,0.0853,80.993,11,,Calm
Wish I Was Better,,Kina,,,70,,0.732,0.747,0.304,6.13E-05,0.143,0.185,-13.086,0.111,139.965,0,,Sad
Wish You Were Here - 2011 Remastered Version,,Pink Floyd,,,0,,0.481,0.735,0.262,0.0114,0.832,0.375,-15.73,0.0414,122.883,7,,Sad
Wished,,Sorry,,,28,,0.445,0.332,0.536,0.0645,0.0576,0.486,-7.65,0.0261,172.15,7,,Sad
Without,,The Exies,,,19,,0.523,0.000357,0.95,0,0.0944,0.479,-4.415,0.0467,99.231,6,,Energetic
Wolkendans,,Doeke,,,32,,0.38,0.996,0.0355,0.91,0.115,0.22,-27.118,0.0465,179.205,0,,Calm
Wonderful Together (feat. Envy Monroe),,Blasterjaxx,,,53,,0.591,0.0484,0.759,1.23E-06,0.108,0.235,-3.785,0.0404,130.043,5,,Happy
Wonderwall,,Oasis,,,15,,0.412,0.00214,0.844,0,0.134,0.459,-5.613,0.037,174.452,2,,Happy
Woodland Heart,,Ghost Of Summer,,,53,,0.516,0.84,0.177,0.817,0.135,0.132,-20.473,0.0312,94.994,3,,Calm
Words I Heard,,Julia Holter,,,18,,0.124,0.228,0.347,0.00325,0.147,0.16,-11.392,0.0335,76.868,1,,Sad
Worlds Collide - Edison Cole Remix,,NERVO,,,55,,0.631,0.0149,0.862,6.23E-05,0.103,0.438,-4.114,0.0515,145.01,8,,Happy
Would You Rather,,Phoebe Bridgers,,,49,,0.482,0.936,0.363,0.000109,0.104,0.261,-10.926,0.0309,135.779,10,,Sad
Wrong Way,,Sublime,,,1,,0.663,0.0655,0.671,0,0.107,0.955,-6.103,0.0395,74.453,9,,Energetic
Yam Yam,,No Vacation,,,0,,0.445,0.319,0.591,0.766,0.107,0.0774,-9.004,0.0316,137.864,7,,Sad
You Are Safe With Me,,Jef Martens,,,35,,0.392,0.99,0.039,0.949,0.1,0.389,-27.643,0.0312,99.731,9,,Calm
You Can't Rely on My Love,,Mordkey,,,52,,0.686,0.0534,0.775,9.39E-06,0.44,0.454,-7.247,0.185,126.013,11,,Happy
You Get What You Give,,New Radicals,,,1,,0.621,0.17,0.901,0,0.0875,0.744,-5.396,0.0302,113.967,2,,Happy
You Were Bored,,Loyal Lobos,,,36,,0.291,0.781,0.419,0.00433,0.113,0.0613,-10.33,0.0305,114.935,6,,Sad
"You're Gonna Go Far, Kid",,Various Artists,,,0,,0.547,0.00485,0.877,0,0.247,0.611,-5.135,0.0658,126.083,9,,Energetic
You're My Best Friend - Remastered 2011,,Queen,,,57,,0.518,0.158,0.761,0.00765,0.0715,0.576,-7.025,0.0452,118.738,0,,Happy
Your Turn Now,,Aaron Smith,,,49,,0.634,0.819,0.193,0,0.113,0.159,-9.503,0.0277,95.004,7,,Sad
Youth,,Daughter,,,0,,0.588,0.61,0.477,0.00188,0.122,0.488,-12.71,0.0492,150.396,9,,Sad
alpha waves,,Eucalyptic,,,59,,0.561,0.795,0.314,0.876,0.115,0.0883,-16.989,0.0281,95.931,4,,Calm
blue,,Kamal.,,,58,,0.725,0.668,0.258,2.63E-05,0.0955,0.173,-14.065,0.255,127.876,11,,Sad
coeur noir,,Leo Nocta,,,34,,0.235,0.926,0.233,0.89,0.069,0.164,-21.173,0.0712,66.866,11,,Calm
comethru,,Jeremy Zucker,,,78,,0.795,0.607,0.178,0,0.623,0.608,-11.991,0.0574,93.982,0,,Sad
cry on airplanes,,Julian,,,40,,0.763,0.548,0.372,0.000638,0.116,0.76,-7.07,0.0683,85.01,5,,Sad
i don't want to watch the world end with someone else,,Clinton Kane,,,68,,0.535,0.771,0.359,0,0.111,0.488,-9.343,0.0607,154.163,2,,Sad
lovely (with Khalid),,Billie Eilish,,,88,,0.351,0.934,0.296,0,0.095,0.12,-10.109,0.0333,115.284,4,,Sad
mellow,,cloudcrush,,,48,,0.609,0.985,0.157,0.792,0.112,0.0698,-15.792,0.0322,111.966,0,,Calm
no song without you,,HONNE,,,75,,0.778,0.463,0.462,0.583,0.11,0.817,-12.729,0.0359,105.45,0,,Sad
pass you by,,Alaina Castillo,,,60,,0.51,0.892,0.355,0,0.133,0.453,-6.883,0.0287,141.796,11,,Sad
the frost,,praam,,,35,,0.259,0.956,0.259,0.942,0.0923,0.0403,-18.89,0.0594,123.693,3,,Calm
the theme song,,Teodor Wolgers,,,36,,0.604,0.986,0.03,0.952,0.105,0.15,-27.007,0.0386,117.781,0,,Calm
when the party's over,,Billie Eilish,,,87,,0.367,0.978,0.111,3.97E-05,0.0897,0.198,-14.084,0.0972,82.642,4,,Sad
windcatcher,,Leo Nocta,,,36,,0.402,0.961,0.236,0.919,0.0921,0.146,-20.615,0.0603,129.736,0,,Calm
yellow is the color of her eyes,,Soccer Mommy,,,5,,0.452,0.757,0.515,0.12,0.14,0.191,-7.351,0.0255,80.537,11,,Sad
you broke me first,,Tate McRae,,,87,,0.642,0.786,0.374,0,0.0906,0.0799,-9.386,0.0545,124.099,4,,Sad
you were good to me,,Jeremy Zucker,,,76,,0.561,0.913,0.0848,2.62E-05,0.112,0.206,-15.099,0.0404,102.128,2,,Sad
æfre,,praam,,,41,,0.377,0.994,0.0156,0.881,0.0991,0.0804,-28.435,0.0397,140.179,0,,Calm
